"Module Name","Display Name","Description","Driver Type","Start Mode","State","Status","Accept Stop","Accept Pause","Paged Pool(bytes)","Code(bytes)","BSS(bytes)","Link Date","Path","Init(bytes)"
"SurfaceAccessoryDevice","Surface Accessory Device Service","Surface Accessory Device Service","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-07-21 17:47:40","C:\Windows\system32\drivers\SurfaceAccessoryDevice.sys","0"
"SurfaceHomeButton","Surface Home Button Service","Surface Home Button Service","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-12-18 10:16:46","C:\Windows\system32\drivers\SurfaceHomeButton.sys","0"
"SurfaceIntegrationDriver","Surface Integration Driver","Surface Integration Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-07-21 17:57:28","C:\Windows\system32\drivers\SurfaceIntegrationDriver.sys","0"
"SurfacePlatformPowerDriver","Surface Platform Power Driver Service","Surface Platform Power Driver Service","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-12-20 10:17:02","C:\Windows\system32\drivers\SurfacePlatformPowerDriver.sys","0"
"SurfaceTouchCover","Surface Touch Cover Filter Device Service","Surface Touch Cover Filter Device Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-07-21 17:48:14","C:\Windows\system32\drivers\SurfaceTouchCover.sys","0"
"SurfaceTypeCover","Surface Type Cover Filter Device Service","Surface Type Cover Filter Device Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-07-21 17:52:13","C:\Windows\system32\drivers\SurfaceTypeCover.sys","0"
"swenum","Software Bus Driver","Software Bus Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:41","C:\Windows\system32\drivers\swenum.sys","0"
"Tcpip","TCP/IP Protocol Driver","TCP/IP Protocol Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-10-08 08:38:55","C:\Windows\system32\drivers\tcpip.sys","0"
"TCPIP6","Microsoft IPv6 Protocol Driver","Microsoft IPv6 Protocol Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-10-08 08:38:55","C:\Windows\system32\DRIVERS\tcpip.sys","0"
"tcpipreg","TCP/IP Registry Compatibility","TCP/IP Registry Compatibility","Kernel ","Auto","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:11:38","C:\Windows\system32\drivers\tcpipreg.sys","0"
"tdx","NetIO Legacy TDI Support Driver","NetIO Legacy TDI Support Driver","Kernel ","System","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:11","C:\Windows\system32\DRIVERS\tdx.sys","0"
"tegra2gpio","Tegra GPIO Client Driver","Tegra GPIO Client Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-10-24 08:14:41","C:\Windows\system32\drivers\tegra2gpio.sys","0"
"tegrai2c","Tegra I2C Controller Service","Tegra I2C Controller Service","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-10-24 08:12:59","C:\Windows\system32\drivers\tegrai2c.sys","0"
"terminpt","Microsoft Remote Desktop Input Driver","Microsoft Remote Desktop Input Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:13:36","C:\Windows\system32\drivers\terminpt.sys","0"
"TPM","TPM","TPM","Kernel ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:36","C:\Windows\system32\drivers\tpm.sys","0"
"TsUsbFlt","TsUsbFlt","TsUsbFlt","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:12:42","C:\Windows\system32\drivers\tsusbflt.sys","0"
"TsUsbGD","Remote Desktop Generic USB Device","Remote Desktop Generic USB Device","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:12:58","C:\Windows\system32\drivers\TsUsbGD.sys","0"
"tsusbhub","Remote Desktop USB Hub","Remote Desktop USB Hub","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:11:55","C:\Windows\system32\drivers\tsusbhub.sys","0"
"tunnel","Microsoft Tunnel Miniport Adapter Driver","Microsoft Tunnel Miniport Adapter Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:11:45","C:\Windows\system32\DRIVERS\tunnel.sys","0"
"UartClass","Microsoft UART V2 Service","Microsoft UART V2 Service","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:51","C:\Windows\system32\drivers\UartClass.sys","0"
"UASPStor","USB Attached SCSI (UAS) Driver","USB Attached SCSI (UAS) Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:12:53","C:\Windows\system32\drivers\uaspstor.sys","0"
"UCX01000","USB Controller Extension","USB Controller Extension","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:43","C:\Windows\system32\drivers\ucx01000.sys","0"
"udfs","udfs","udfs","File System ","Disabled","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:14:19","C:\Windows\system32\DRIVERS\udfs.sys","0"
"UEFI","Microsoft UEFI Driver","Microsoft UEFI Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:14:01","C:\Windows\system32\drivers\UEFI.sys","0"
"umbus","UMBus Enumerator Driver","UMBus Enumerator Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:26","C:\Windows\system32\drivers\umbus.sys","0"
"UmPass","Microsoft UMPass Driver","Microsoft UMPass Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:13:25","C:\Windows\system32\drivers\umpass.sys","0"
"usbccgp","Microsoft USB Generic Parent Driver","Microsoft USB Generic Parent Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-10-23 09:18:20","C:\Windows\system32\drivers\usbccgp.sys","0"
"usbehci","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:35","C:\Windows\system32\drivers\usbehci.sys","0"
"usbhub","Microsoft USB Standard Hub Driver","Microsoft USB Standard Hub Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:26","C:\Windows\system32\drivers\usbhub.sys","0"
"USBHUB3","SuperSpeed Hub","SuperSpeed Hub","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-09-17 08:07:53","C:\Windows\system32\drivers\UsbHub3.sys","0"
"usbprint","Microsoft USB PRINTER Class","Microsoft USB PRINTER Class","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:12:10","C:\Windows\system32\drivers\usbprint.sys","0"
"USBSTOR","USB Mass Storage Driver","USB Mass Storage Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:55","C:\Windows\system32\drivers\USBSTOR.SYS","0"
"USBXHCI","USB xHCI Compliant Host Controller","USB xHCI Compliant Host Controller","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-11-09 08:34:32","C:\Windows\system32\drivers\USBXHCI.SYS","0"
"vdrvroot","Microsoft Virtual Drive Enumerator","Microsoft Virtual Drive Enumerator","Kernel ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:22","C:\Windows\system32\drivers\vdrvroot.sys","0"
"VerifierExt","VerifierExt","VerifierExt","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-09-14 10:39:12","C:\Windows\system32\drivers\VerifierExt.sys","0"
"vhdmp","vhdmp","vhdmp","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:12:37","C:\Windows\system32\drivers\vhdmp.sys","0"
"volmgr","Volume Manager Driver","Volume Manager Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 04:36:50","C:\Windows\system32\drivers\volmgr.sys","0"
"volmgrx","Dynamic Volume Manager","Dynamic Volume Manager","Kernel ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:14:07","C:\Windows\system32\drivers\volmgrx.sys","0"
"volsnap","Storage volumes","Storage volumes","Kernel ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:14:19","C:\Windows\system32\drivers\volsnap.sys","0"
"vwifibus","Virtual WiFi Bus Driver","Virtual WiFi Bus Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:28","C:\Windows\system32\drivers\vwifibus.sys","0"
"vwififlt","Virtual WiFi Filter Driver","Virtual WiFi Filter Driver","Kernel ","System","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:02","C:\Windows\system32\DRIVERS\vwififlt.sys","0"
"vwifimp","Virtual WiFi Miniport Service","Virtual WiFi Miniport Service","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:03","C:\Windows\system32\DRIVERS\vwifimp.sys","0"
"WdBoot","Windows Defender Boot Driver","Windows Defender Boot Driver","Kernel ","Boot","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:13:08","C:\Windows\system32\drivers\WdBoot.sys","0"
"Wdf01000","Kernel Mode Driver Frameworks service","Kernel Mode Driver Frameworks service","Kernel ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:42","C:\Windows\system32\drivers\Wdf01000.sys","0"
"WdFilter","Windows Defender Mini-Filter Driver","Windows Defender Mini-Filter Driver","File System ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:40","C:\Windows\system32\drivers\WdFilter.sys","0"
"WdNisDrv","Windows Defender Network Inspection System Driver","Windows Defender Network Inspection System Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:11:39","C:\Windows\system32\Drivers\WdNisDrv.sys","0"
"WFPLWFS","Microsoft Windows Filtering Platform","Microsoft Windows Filtering Platform","Kernel ","Boot","Running","OK","TRUE","FALSE","0","0","0","2013-10-13 00:41:28","C:\Windows\system32\DRIVERS\wfplwfs.sys","0"
"WiFiClass","Microsoft Wireless LAN Miniport Driver","Microsoft Wireless LAN Miniport Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-09-28 03:50:25","C:\Windows\system32\DRIVERS\wificlass.sys","0"
"WIMMount","WIMMount","WIMMount","File System ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:13:48","C:\Windows\system32\drivers\wimmount.sys","0"
"wmbclass","USB Mobile Broadband Adapter Driver","USB Mobile Broadband Adapter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:12:08","C:\Windows\system32\DRIVERS\wmbclass.sys","0"
"WmiAcpi","Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:14:03","C:\Windows\system32\drivers\wmiacpi.sys","0"
"wpcfltr","Family Safety Filter Driver","Family Safety Filter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:12:19","C:\Windows\system32\DRIVERS\wpcfltr.sys","0"
"WpdUpFltr","WPD Upper Class Filter Driver","WPD Upper Class Filter Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:13:19","C:\Windows\system32\drivers\WpdUpFltr.sys","0"
"ws2ifsl","Winsock IFS Driver","Winsock IFS Driver","Kernel ","Disabled","Stopped","OK","FALSE","FALSE","0","0","0","2013-08-22 06:14:02","C:\Windows\system32\drivers\ws2ifsl.sys","0"
"WudfPf","User Mode Driver Frameworks Platform Driver","User Mode Driver Frameworks Platform Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:53","C:\Windows\system32\drivers\WudfPf.sys","0"
"WUDFRd","Windows Driver Foundation - User-mode Driver Framework Reflector","Windows Driver Foundation - User-mode Driver Framework Reflector","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:32","C:\Windows\system32\drivers\WUDFRd.sys","0"
"WUDFWpdFs","WUDFWpdFs","WUDFWpdFs","Kernel ","Manual","Running","OK","TRUE","FALSE","0","0","0","2013-08-22 06:12:32","C:\Windows\system32\DRIVERS\WUDFRd.sys","0"
